1;1;11:30;01:30;17:00;20:00
1;2;11:30;01:30;17:00;20:00
1;3;11:30;01:30;17:00;20:00
1;4;11:30;01:30;17:00;20:00
1;5;11:30;01:30;17:00;20:00
1;6;17:00;01:30;17:00;20:00
1;7;17:00;01:30;17:00;20:00
2;1;17:00;01:00;19:00;21:00
2;2;17:00;01:30;19:00;21:00
2;3;17:00;01:30;19:00;21:00
2;4;17:00;01:30;19:00;21:00
2;5;17:00;02:30;19:00;21:00
2;6;15:00;02:30;null;null
2;7;17:00;01:00;19:00;21:00
